ll
-1275.0180408501517
-1240.1680716278088
-1227.4676704108006
-1219.2942831350585
-1213.781150036522
-1210.1394876533038
-1207.7753280798245
-1206.2143921107918
-1205.1557145586992
-1204.4173021589086
-1203.8905706125818
-1203.5072255281693
-1203.2232559945408
-1203.0101623092944
-1202.8484017832109
-1202.724400094309
-1202.6280782793053
-1202.5522129361323
-1202.4919737087127
-1202.443314577728
-1202.4039938084472
-1202.3716928184
-1202.3450187273922
-1202.3228742485126
-1202.3042933688469
-1202.28870317956
-1202.2754845437507
-1202.2642923647277
-1202.2546693481422
-1202.2464717335197
-1202.239371313566
-1202.2332699684957
-1202.2279554904642
-1202.22336522196
-1202.2193592874871
-1202.2158474269936
-1202.2127609272356
-1202.2100567148484
-1202.2076671365157
-1202.2055655869747
-1202.203702439342
-1202.202060287258
-1202.2005972437598
-1202.199301892298
-1202.1981410441163
-1202.1971094742328
-1202.1961807573289
-1202.1953525904582
-1202.1945953417078
-1202.1939241108046
