ll
-1274.9082275703227
-1239.9978069167207
-1227.0089829246233
-1218.6058150996164
-1213.0037676209513
-1209.3715273796745
-1207.058668946506
-1205.5539607101807
-1204.5461737140342
-1203.8511384693584
-1203.3591679542014
-1203.003537137002
-1202.7418269085672
-1202.5462680301239
-1202.3982082947657
-1202.2851222419522
-1202.197641472203
-1202.1287519890323
-1202.074290245277
-1202.030372825669
-1201.9948683254345
-1201.965863484406
-1201.9419414505678
-1201.922060716163
-1201.905489278685
-1201.891566053197
-1201.879847724569
-1201.8698726051532
-1201.861394753574
-1201.8541299965343
-1201.8479262206417
-1201.8425629212927
-1201.837948077637
-1201.83394884716
-1201.8304723804206
-1201.8274592409396
-1201.824818136605
-1201.8225072380671
-1201.8204793088557
-1201.8186961765757
-1201.8171253136827
-1201.815737451832
-1201.8145120891768
-1201.813421088815
-1201.8124585271944
-1201.8116029272362
-1201.810845032437
-1201.810172193684
-1201.8095681816947
-1201.8090279603819
