ll
-1274.7654222334675
-1230.0736598697226
-1230.0347712284254
-1215.1387150993849
-1218.3440359592166
-1210.3643380004003
-1212.8197088162335
-1208.369997088105
-1209.9582930243323
-1207.2765269436663
-1208.3564388161067
-1206.591733706653
-1207.3962332721974
-1206.1430987519136
-1206.7568979640364
-1205.831748945068
-1206.3393355105513
-1205.6482236254785
-1206.0546272464078
-1205.4828998696034
-1205.8476477173133
-1205.3238757724246
-1205.699419519219
-1205.2283352915638
-1205.5850152582725
-1205.1343023672396
-1205.4954461621762
-1205.0467438135076
-1205.4068626470737
-1204.979826071876
-1205.3641064217252
-1204.9471332531846
-1205.3050939949987
-1204.8852690413075
-1205.2595150069735
-1204.8353692400399
-1205.24302856389
-1204.7927726953437
-1205.2101572576819
-1204.762441624954
-1205.1583472323312
-1204.7369462687495
-1205.1452297310902
-1204.7075774856553
-1205.1452997311044
-1204.6871206901694
-1205.1138479627984
-1204.6707129388801
-1205.132175607254
-1204.6578994000654
