ll
-1274.3325597157364
-1229.1093450881099
-1242.6669375233864
-1222.1517340853018
-1234.4191364030012
-1219.0335616072925
-1229.6512182605384
-1217.5277757104557
-1226.657463386732
-1216.7929611275042
-1224.727078349939
-1216.455638241045
-1223.4381277997159
-1216.2679720287556
-1222.6038857022584
-1216.1733560063637
-1222.046542962238
-1216.1318159511939
-1221.669291978959
-1216.1131160394252
-1221.4177693146219
-1216.122509125335
-1221.2168537438947
-1216.131008983001
-1221.0912346850532
-1216.1528819292223
-1221.0095507425501
-1216.1803900246834
-1220.9565464225227
-1216.214399966773
-1220.9134480124271
-1216.2364464257091
-1220.8877042390839
-1216.2590446930328
-1220.8592668820284
-1216.2800647123543
-1220.832031729955
-1216.2979169815017
-1220.8193784915381
-1216.3147000920649
-1220.8124354586887
-1216.3303870342663
-1220.8089091529348
-1216.3448088486643
-1220.8076166527574
-1216.3579180773265
-1220.8077777422704
-1216.3697357443402
-1220.8088504724772
-1216.3803225419313
