ll
-1268.9627899324723
-1198.175284317537
-1179.948299324244
-1172.2235530823375
-1168.2121675980727
-1165.8523134961742
-1164.4302929622118
-1163.5363070199012
-1162.9555462309077
-1162.553953947985
-1162.2704796251137
-1162.062806418385
-1161.902468572557
-1161.780009384709
-1161.6800509914704
-1161.6010179816178
-1161.5347295116628
-1161.4821593208321
-1161.436002043296
-1161.3988198481563
-1161.365361133167
-1161.338384634472
-1161.3135520217072
-1161.2935384342388
-1161.2740152594754
-1161.2590220901602
-1161.2433448977185
-1161.2319264455411
-1161.2190005626017
-1161.210174146662
-1161.1991697600338
-1161.1919342907656
-1161.1828365820809
-1161.1772533644116
-1161.1694791854807
-1161.1651870382418
-1161.1583052231126
-1161.154908139943
-1161.1488179131782
-1161.1460610724087
-1161.1409544564822
-1161.1388545654604
-1161.133898262982
-1161.1324016464944
-1161.12794938596
-1161.126782912409
-1161.1229031627786
-1161.1220133694537
-1161.118634608552
-1161.1180444211946
