ll
-1274.3031594509296
-1236.8472802042506
-1223.8408006885463
-1215.6904565266402
-1210.9689263793011
-1208.3055980431707
-1206.7468371544362
-1205.7660089197325
-1205.2040356593461
-1204.774288800981
-1204.5008677570747
-1204.275351548102
-1204.127499463393
-1204.0003149748704
-1203.9070267531495
-1203.8261512217637
-1203.7673553975587
-1203.713122597276
-1203.6760837307834
-1203.6356937490282
-1203.6094276007898
-1203.578012696816
-1203.5607094233271
-1203.5382141490388
-1203.528075688293
-1203.5104616820745
-1203.504953918772
-1203.4906561488958
-1203.486324714341
-1203.4746005751858
-1203.4734853568534
-1203.4634966094425
-1203.4649691087202
-1203.4553315903265
-1203.4567367925079
-1203.4473151426168
-1203.450609791875
-1203.4424553915596
-1203.446836161578
-1203.438874125666
-1203.443895593411
-1203.4361008628973
-1203.440056142278
-1203.432554078801
-1203.4377852246841
-1203.4302520279898
-1203.4359430927425
-1203.428368599054
-1203.4339539289795
-1203.4266140436537
