ll
-1268.9627899324723
-1193.6022861763001
-1179.1276310553083
-1171.417180399574
-1168.7657279860246
-1166.9448054639136
-1166.5022234907872
-1165.6890011545697
-1165.6382134473051
-1165.0921951202217
-1165.1970775999546
-1164.7732024560523
-1164.9485349317122
-1164.5699660420498
-1164.776663304933
-1164.4580364273024
-1164.6847064416434
-1164.3860950817402
-1164.613500664139
-1164.3323750027732
-1164.5579021784854
-1164.2911324359336
-1164.5231797834501
-1164.260317119391
-1164.4958996536436
-1164.2415540328282
-1164.4745904384233
-1164.2224983633514
-1164.4526954991895
-1164.2058547491024
-1164.4378339949683
-1164.1946605183853
-1164.4257504447858
-1164.1843681808998
-1164.417943473443
-1164.1788407855925
-1164.412482129341
-1164.1710436522815
-1164.4042898839532
-1164.1647629080799
-1164.4005256229627
-1164.1647171092243
-1164.3965354400866
-1164.1608202419127
-1164.3935265842929
-1164.159878588149
-1164.3951381558243
-1164.1603385623646
-1164.3945725553294
-1164.1599520908294
