ll
-1268.9627899324723
-1196.516127694122
-1179.1682225085412
-1171.9001447312028
-1168.1877940501377
-1166.1319334534594
-1164.9339121735663
-1164.173200769605
-1163.6912168614683
-1163.3265443232008
-1163.0792372343149
-1162.8691645211654
-1162.7301659246048
-1162.5971275628303
-1162.5102808366908
-1162.4196536039651
-1162.3648274497357
-1162.3010334316903
-1162.263001037769
-1162.2125122180446
-1162.1877617608125
-1162.1501134823918
-1162.1348242207446
-1162.1034368299515
-1162.0936490873842
-1162.0669810426898
-1162.0612541624414
-1162.037690465204
-1162.0349041826184
-1162.0133449196169
-1162.0134219028803
-1161.9939979710848
-1161.994688743886
-1161.977281021557
-1161.9789542418177
-1161.9617741853788
-1161.965371858852
-1161.9490192015367
-1161.953950693033
-1161.9380053856326
-1161.944769784968
-1161.9296777625282
-1161.9365508667254
-1161.9222750330853
-1161.9298249634066
-1161.9147625899548
-1161.9232113252597
-1161.9087365027328
-1161.917699745712
-1161.90409472052
