ll
-1274.4703521933109
-1229.1187761558213
-1243.1283674817107
-1222.3863761614687
-1235.3720023028159
-1219.2657646420218
-1230.938725669048
-1217.745487496769
-1228.064799825061
-1216.9186911613515
-1226.1833681918322
-1216.504271343514
-1224.9702635534236
-1216.3418177641051
-1224.1368321513555
-1216.198733166968
-1223.578665957514
-1216.172175546987
-1223.2559890820175
-1216.2320571103853
-1223.0153908846237
-1216.230384180449
-1222.8592822435266
-1216.2538371394146
-1222.7875539958147
-1216.3566490333378
-1222.723238141043
-1216.3717159558191
-1222.688911316852
-1216.3979960804274
-1222.7028560920978
-1216.4999516055225
-1222.6879548071436
-1216.508002200439
-1222.7173929586224
-1216.5714519596495
-1222.6915805418678
-1216.560596183613
-1222.6825634959869
-1216.5650471302285
-1222.7128048596467
-1216.6481080459769
-1222.7067885512784
-1216.6383083485987
-1222.7405222164987
-1216.7076992016434
-1222.728169619662
-1216.691068290041
-1222.7232645701176
-1216.6857582297787
