ll
-1268.9627899324723
-1189.9744905601044
-1180.9055220946013
-1170.3310566046825
-1170.2547101280759
-1167.1656214704192
-1167.8895481975037
-1166.3772762579463
-1167.0450254352013
-1166.0221216743416
-1166.69886511025
-1165.8480574154394
-1166.5156536285729
-1165.737752701572
-1166.4001588108583
-1165.6827185860977
-1166.3428436302213
-1165.6461880640816
-1166.3159511045249
-1165.6338114800583
-1166.2939976517646
-1165.606510722853
-1166.2774494614978
-1165.5925912440541
-1166.2629473967352
-1165.5763526443152
-1166.2505582193007
-1165.5670595274094
-1166.2411555479268
-1165.571135245285
-1166.2452577632175
-1165.578811074142
-1166.2463630714733
-1165.5709984176187
-1166.2392706648661
-1165.5715580663614
-1166.2458531660054
-1165.57103568852
-1166.240981156621
-1165.5721461209682
-1166.2419778847116
-1165.570882057094
-1166.234855673472
-1165.5683100778185
-1166.238695410984
-1165.5708638317126
-1166.228731599296
-1165.5667948109435
-1166.2231125153246
-1165.5578324389278
