ll
-1274.121981905827
-1239.3776026518453
-1226.7221357721135
-1218.536257974199
-1213.0321072566792
-1209.4251108800804
-1207.1041525432715
-1205.5813726899785
-1204.5534635585516
-1203.8404823553499
-1203.3343700293697
-1202.9672008109753
-1202.696403975078
-1202.4938764764634
-1202.3405546660304
-1202.223544477514
-1202.133000218951
-1202.0622502183576
-1202.0060876601453
-1201.961244949788
-1201.9250688010825
-1201.895731291641
-1201.8715712670717
-1201.8517472372735
-1201.835268353584
-1201.8215097306381
-1201.8099839724296
-1201.8002330826448
-1201.7919948909482
-1201.7849642252697
-1201.7789646706458
-1201.773830060782
-1201.7694254199794
-1201.7656137335618
-1201.7623396605645
-1201.7594688748056
-1201.75700588474
-1201.7548221235138
-1201.7529460538503
-1201.7512633851647
-1201.7498292691162
-1201.7485297090268
-1201.747416799968
-1201.7464110099718
-1201.7455483145677
-1201.7447566867795
-1201.7440762675324
-1201.7434442458239
-1201.742914000124
-1201.7424107795985
