ll
-1274.714073504417
-1229.4180584708402
-1229.8937261506028
-1214.4537192846328
-1218.1487165974784
-1209.533342362551
-1212.4885074392794
-1207.4496097600029
-1209.546870575799
-1206.3521085942214
-1207.8623020653806
-1205.6814699935173
-1206.8546914144438
-1205.2505767674802
-1206.1803906189514
-1204.9317030305745
-1205.7847571706711
-1204.7265354206954
-1205.4888690294738
-1204.5610703603295
-1205.2618002455463
-1204.422442643572
-1205.129552176638
-1204.315749042165
-1204.9979321552728
-1204.2625586817448
-1204.8871317787741
-1204.180711205921
-1204.820759518802
-1204.141701788603
-1204.7892785830884
-1204.0628961777845
-1204.674986161906
-1203.9921133727273
-1204.6312084032395
-1203.9553584048697
-1204.6008155343568
-1203.9266797263335
-1204.5563194740662
-1203.8715870736717
-1204.5418241742789
-1203.859602295114
-1204.52206826812
-1203.8476644600426
-1204.4842183716632
-1203.8137079286157
-1204.4884615297346
-1203.8003204065503
-1204.4783793858185
-1203.7998069573628
