ll
-3119.846310717446
-3030.2368862029657
-3036.7499562208236
-3014.8506769867327
-3022.6426248178013
-3010.501834538367
-3016.877596068023
-3008.5691593742613
-3013.843607075429
-3007.4327060554924
-3012.0390003356006
-3006.686990039978
-3010.9077032683253
-3006.213138298589
-3010.134065271293
-3005.857244884941
-3009.5915238162456
-3005.6109010547734
-3009.19530289536
-3005.411189027295
-3008.928158547193
-3005.247492447117
-3008.7159690295907
-3005.1307058488283
-3008.5414173888057
-3005.0312386278997
-3008.403266905427
-3004.962620937146
-3008.3148221209267
-3004.9072242136754
-3008.217848087232
-3004.852925225857
-3008.1600359744734
-3004.81306160008
-3008.110208188217
-3004.7717805582192
-3008.0573898258035
-3004.744311153499
-3008.0173898467806
-3004.7187083537538
-3007.975333680476
-3004.698888439975
-3007.947959645739
-3004.678347989181
-3007.9283018094156
-3004.643828931536
-3007.891777478736
-3004.630974042444
-3007.8731036441973
-3004.613925028454
